id,userId,status,total,shippingCost,couponId,couponUsed,createdAt,updatedAt,notes,steadfastConsignmentId,steadfastTrackingCode,steadfastStatus,steadfastLastUpdate,courierName,addressId
cmdwyymbt000au7742fv2ixyk,cmdwyy73a0004u7743jzkpugd,PENDING,360,80,,false,"""2025-08-04T10:30:20.297Z""","""2025-08-04T10:30:20.297Z""",,,,,,,cmdwyylcv0008u774s6ez4imm
