id,orderId,productId,quantity,price,color,size,sku,deliveryMethod,variantLabel,createdAt,updatedAt
cmdwyymbu000cu774vwgfllnw,cmdwyymbt000au7742fv2ixyk,cmda34u96000bl704uhbgcywr,100,2.8,,,CP-50006,home,,"""2025-08-04T10:30:20.297Z""","""2025-08-04T10:30:20.297Z"""
