id	name	parentId	imageId	image	order	attributes	description	createdAt	updatedAt
cmdwva4jm0006u6pwdkq56lei	Courier Poly				0	[]		"2025-08-04T08:47:18.658Z"	"2025-08-04T08:47:18.658Z"
